Time	X	Y	WeightA	WeightB	Acc1X	Acc1Y	Acc1Z	Gyro1X	Gyro1Y	Gyro1Z	Mag1X	Mag1Y	Mag1Z	Yaw1	Pitch1	Roll1	Acc2X	Acc2Y	Acc2Z	Gyro2X	Gyro2Y	Gyro2Z	Mag2X	Mag2Y	Mag2Z	Yaw2	Pitch2	Roll2	
7925	8,09	3,62	17,0	84,3																									
7930	8,27	3,54	16,4	85,0																									
7935	8,45	3,47	15,7	85,6																									
7940	8,65	3,41	15,1	86,1																									
7945	8,79	3,33	14,6	86,5																									
7950	8,98	3,27	14,0	87,0																									
7955	9,12	3,20	13,5	87,7																									
7960	9,31	3,14	13,0	88,2																									
7965	9,49	3,12	12,4	88,8																									
7970	9,63	3,05	11,9	89,2																									
7975	9,79	2,99	11,5	89,8																									
7980	9,87	2,91	11,1	90,2																									
7985	10,02	2,83	10,8	90,5																									
7990	10,11	2,80	10,4	90,8																									
7995	10,17	2,73	10,2	91,1																									
8000	10,25	2,67	10,0	91,2																									
8005	10,33	2,64	9,8	91,4																									
8010	10,37	2,60	9,7	91,5																									
8015	10,38	2,55	9,6	91,7																									
8020	10,46	2,53	9,4	91,8																									
8025	10,51	2,50	9,2	91,9																									
8030	10,56	2,48	9,1	92,1																									
8035	10,61	2,47	9,0	92,3																									
8040	10,68	2,44	8,7	92,5																									
8045	10,73	2,44	8,5	92,6																									
8050	10,78	2,44	8,3	92,6																									
8055	10,81	2,47	8,2	92,8																									
8060	10,84	2,49	8,1	93,0																									
8065	10,91	2,48	7,8	93,1																									
8070	10,98	2,48	7,6	93,2																									
8075	11,04	2,49	7,5	93,4																									
8080	11,04	2,46	7,3	93,5																									
8085	11,08	2,43	7,2	93,6																									
8090	11,11	2,40	7,1	93,6																									
8095	11,15	2,40	7,0	93,7																									
8100	11,19	2,38	6,9	93,8																									
8105	11,19	2,37	6,9	94,0																									
8110	11,22	2,35	6,8	94,2																									
8115	11,30	2,36	6,6	94,5																									
8120	11,31	2,38	6,6	94,7																									
8125	11,36	2,38	6,4	94,9																									
8130	11,39	2,42	6,3	94,9																									
8135	11,43	2,44	6,3	95,1																									
8140	11,50	2,44	6,0	95,1																									
8145	11,53	2,46	6,0	95,1																									
8150	11,56	2,48	5,9	95,1																									
8155	11,57	2,52	5,9	95,3																									
8160	11,58	2,55	5,8	95,4																									
8165	11,64	2,59	5,6	95,4																									
8170	11,62	2,65	5,7	95,5																									
8175	11,70	2,69	5,4	95,7																									
8180	11,73	2,73	5,4	95,8																									
8185	11,78	2,78	5,2	95,9																									
8190	11,79	2,82	5,2	96,0																									
8195	11,84	2,86	5,0	96,1																									
8200	11,88	2,88	4,9	96,2																									
8205	11,89	2,93	4,8	96,3																									
8210	11,94	2,96	4,7	96,5																									
8215	11,97	3,04	4,6	96,6																									
8220	11,98	3,02	4,6	96,6																									
8225	12,06	3,03	4,4	96,5																									
8230	12,06	3,06	4,3	96,6																									
8235	12,09	3,09	4,3	96,6																									
8240	12,13	3,10	4,2	96,6																									
8245	12,18	3,11	4,1	96,7																									
8250	12,23	3,10	4,0	96,7																									
8255	12,22	3,09	4,1	96,8																									
8260	12,28	3,07	3,9	96,7																									
8265	12,27	3,04	4,0	96,7																									
8270	12,35	3,03	3,8	96,6																									
8275	12,37	3,03	3,7	96,5																									
8280	12,43	3,05	3,6	96,5																									
8285	12,48	3,07	3,5	96,4																									
8290	12,49	3,09	3,5	96,4																									
8295	12,51	3,10	3,5	96,5																									
8300	12,52	3,08	3,5	96,6																									
8305	12,54	3,13	3,4	96,6																									
8310	12,54	3,17	3,5	96,9																									
8315	12,53	3,18	3,5	97,1																									
8320	12,58	3,21	3,4	97,3																									
8325	12,59	3,25	3,4	97,5																									
8330	12,59	3,24	3,3	97,7																									
8335	12,60	3,29	3,4	97,9																									
8340	12,62	3,28	3,3	98,1																									
8345	12,67	3,31	3,2	98,1																									
8350	12,64	3,31	3,3	98,2																									
8355	12,68	3,35	3,2	98,3																									
8360	12,68	3,32	3,2	98,3																									
8365	12,66	3,33	3,3	98,3																									
8370	12,72	3,33	3,1	98,3																									
8375	12,73	3,32	3,1	98,3																									
8380	12,77	3,35	3,0	98,2																									
8385	12,77	3,30	3,0	98,3																									
8390	12,78	3,27	3,0	98,3																									
8395	12,79	3,26	2,9	98,2																									
8400	12,82	3,28	2,9	98,2																									
8405	12,86	3,29	2,8	98,1																									
8410	12,85	3,32	2,9	98,1																									
8415	12,83	3,36	2,9	98,2																									
8420	12,86	3,37	2,8	98,2																									
8425	12,85	3,39	2,9	98,2																									
8430	12,87	3,44	2,9	98,3																									
8435	12,85	3,45	2,9	98,3																									
8440	12,86	3,49	2,8	98,4																									
8445	12,89	3,55	2,7	98,5																									
8450	12,88	3,57	2,7	98,6																									
8455	12,87	3,63	2,8	98,7																									
8460	12,86	3,66	2,8	98,8																									
8465	12,86	3,71	2,8	98,9																									
8470	12,85	3,70	2,7	98,8																									
8475	12,88	3,76	2,7	98,9																									
8480	12,89	3,81	2,7	98,8																									
8485	12,90	3,82	2,6	98,8																									
8490	12,89	3,82	2,7	98,7																									
8495	12,90	3,82	2,7	98,6																									
8500	12,91	3,79	2,7	98,5																									
8505	12,90	3,77	2,7	98,5																									
8510	12,91	3,79	2,7	98,6																									
8515	12,89	3,78	2,7	98,8																									
8520	12,90	3,81	2,7	99,1																									
8525	12,90	3,84	2,7	99,4																									
8530	12,91	3,85	2,6	99,6																									
8535	12,88	3,83	2,6	99,9																									
8540	12,87	3,89	2,7	100,1																									
8545	12,86	3,87	2,6	100,3																									
8550	12,84	3,91	2,7	100,3																									
8555	12,83	3,93	2,7	100,3																									
8560	12,83	3,92	2,7	100,4																									
8565	12,81	3,96	2,7	100,3																									
8570	12,82	3,97	2,7	100,2																									
8575	12,86	4,03	2,5	100,1																									
8580	12,85	4,01	2,6	100,0																									
8585	12,84	4,01	2,5	99,8																									
8590	12,86	4,03	2,5	99,5																									
8595	12,86	4,05	2,4	99,4																									
8600	12,89	4,05	2,3	99,2																									
8605	12,89	4,05	2,3	99,1																									
8610	12,86	4,05	2,4	98,8																									
8615	12,86	4,07	2,4	98,6																									
8620	12,87	4,10	2,4	98,5																									
8625	12,85	4,13	2,4	98,5																									
8630	12,86	4,16	2,4	98,5																									
8635	12,86	4,17	2,3	98,6																									
8640	12,85	4,19	2,3	98,6																									
8645	12,85	4,20	2,3	98,6																									
8650	12,83	4,20	2,3	98,6																									
8655	12,81	4,19	2,3	98,5																									
8660	12,78	4,18	2,3	98,6																									
8665	12,83	4,16	2,3	98,5																									
8670	12,82	4,15	2,3	98,4																									
8675	12,78	4,15	2,4	98,3																									
8680	12,76	4,15	2,4	98,3																									
8685	12,79	4,13	2,3	98,2																									
8690	12,76	4,13	2,4	98,0																									
8695	12,75	4,12	2,5	98,0																									
8700	12,74	4,13	2,5	98,0																									
8705	12,74	4,15	2,5	98,1																									
8710	12,68	4,15	2,7	98,0																									
8715	12,65	4,16	2,8	98,1																									
8720	12,64	4,22	2,8	98,3																									
8725	12,64	4,26	2,8	98,3																									
8730	12,64	4,26	2,8	98,4																									
8735	12,59	4,26	2,9	98,5																									
8740	12,62	4,28	2,9	98,7																									
8745	12,61	4,31	2,8	98,7																									
8750	12,57	4,32	2,9	98,8																									
8755	12,57	4,35	2,9	99,0																									
8760	12,54	4,36	3,0	99,0																									
8765	12,55	4,39	3,0	99,1																									
8770	12,56	4,40	3,0	99,0																									
8775	12,52	4,40	3,1	99,1																									
8780	12,51	4,40	3,0	99,1																									
8785	12,50	4,42	3,1	99,1																									
8790	12,50	4,40	3,0	99,1																									
8795	12,48	4,45	3,1	99,1																									
8800	12,47	4,42	3,2	99,2																									
8805	12,46	4,49	3,2	99,1																									
8810	12,45	4,47	3,3	99,0																									
8815	12,41	4,45	3,4	99,1																									
8820	12,42	4,48	3,3	98,9																									
8825	12,39	4,48	3,5	99,0																									
8830	12,38	4,47	3,5	99,0																									
8835	12,37	4,48	3,6	98,8																									
8840	12,37	4,47	3,6	98,8																									
8845	12,36	4,44	3,6	98,7																									
8850	12,34	4,45	3,7	98,6																									
8855	12,34	4,41	3,7	98,5																									
8860	12,33	4,38	3,9	98,5																									
8865	12,32	4,37	3,8	98,3																									
8870	12,29	4,36	4,0	98,2																									
8875	12,26	4,33	4,1	98,2																									
8880	12,24	4,31	4,3	97,9																									
8885	12,25	4,29	4,2	97,8																									
8890	12,24	4,25	4,3	97,6																									
8895	12,22	4,25	4,3	97,5																									
8900	12,22	4,21	4,3	97,3																									
8905	12,17	4,19	4,6	97,3																									
8910	12,11	4,17	4,6	97,2																									
8915	12,08	4,13	4,8	97,1																									
8920	12,15	4,09	4,7	96,5																									
8925	12,11	4,11	4,8	96,6																									
8930	12,07	4,08	4,9	96,6																									
8935	12,03	4,05	5,1	96,4																									
8940	11,99	4,03	4,9	95,9																									
8945	11,98	3,98	5,2	96,2																									
8950	11,96	4,01	5,3	96,1																									
8955	11,89	3,98	5,5	96,0																									
8960	11,91	3,95	5,6	95,9																									
8965	11,87	3,94	5,7	95,8																									
8970	11,85	3,92	5,8	95,7																									
8975	11,80	3,89	5,9	95,6																									
8980	11,76	3,84	6,2	95,5																									
8985	11,72	3,84	6,2	95,4																									
8990	11,72	3,82	6,3	95,2																									
8995	11,70	3,79	6,5	95,1																									
9000	11,66	3,75	6,6	94,9																									
9005	11,68	3,73	6,7	94,8																									
9010	11,62	3,69	6,9	94,6																									
9015	11,63	3,69	7,0	94,2																									
9020	11,64	3,67	6,8	94,2																									
9025	11,80	3,65	6,4	93,8																									
9030	11,51	3,66	7,4	94,1																									
9035	11,45	3,60	7,7	93,9																									
9040	11,44	3,55	7,8	93,8																									
9045	11,41	3,52	7,9	93,5																									
9050	11,34	3,53	8,2	93,3																									
9055	11,31	3,49	8,3	93,1																									
9060	11,25	3,48	8,6	92,9																									
9065	11,19	3,46	8,8	92,7																									
9070	11,32	3,44	8,2	91,8																									
9075	11,08	3,42	9,2	92,3																									
9080	11,41	3,48	8,1	91,3																									
9085	10,98	3,42	9,7	92,0																									
9090	10,97	3,39	9,8	91,8																									
9095	10,88	3,35	10,0	91,5																									
9100	10,84	3,34	10,2	91,3																									
9105	10,84	3,35	10,4	91,1																									
9110	10,78	3,29	10,6	90,9																									
9115	10,70	3,28	10,9	90,7																									
9120	10,70	3,21	10,9	90,5																									
9125	10,63	3,20	11,2	90,4																									
9130	10,59	3,15	11,4	90,2																									
9135	10,56	3,09	11,6	89,9																									
9140	10,53	3,06	11,8	89,6																									
9145	10,50	3,03	11,9	89,3																									
9150	10,45	2,93	12,2	89,0																									
9155	10,42	2,91	12,3	88,9																									
9160	10,40	2,85	12,5	88,7																									
9165	10,37	2,87	12,8	88,5																									
9170	10,44	2,75	12,6	88,5																									
9175	10,54	2,73	12,0	87,4																									
9180	10,21	2,64	13,4	88,2																									
9185	10,10	2,57	13,8	88,0																									
9190	10,09	2,52	14,0	87,7																									
9195	10,00	2,50	14,2	87,4																									
9200	9,95	2,46	14,5	87,1																									
9205	9,87	2,42	14,8	86,8																									
9210	9,85	2,36	14,9	86,5																									
9215	9,76	2,31	15,3	86,1																									
9220	9,73	2,28	15,5	85,7																									
9225	9,69	2,21	15,7	85,4																									
9230	9,63	2,14	15,9	85,1																									
9235	9,55	2,08	16,1	84,8																									
9240	9,51	2,06	16,4	84,4																									
9245	9,48	2,02	16,4	83,9																									
9250	9,41	1,97	16,7	83,6																									
9255	9,37	1,91	16,9	83,2																									
9260	9,31	1,88	17,2	82,9																									
9265	9,24	1,87	17,4	82,6																									
9270	9,16	1,84	17,7	82,2																									
9275	9,10	1,81	18,0	81,8																									
9280	9,03	1,80	18,2	81,5																									
9285	8,95	1,79	18,7	81,2																									
9290	8,88	1,75	18,9	80,8																									
9295	8,71	1,76	19,4	80,3																									
9300	8,68	1,77	19,7	79,9																									
9305	8,60	1,77	20,0	79,5																									
9310	8,46	1,79	20,5	79,0																									
9315	8,40	1,79	20,8	78,7																									
9320	8,24	1,81	21,2	78,1																									
9325	8,16	1,85	21,6	77,9																									
9330	8,05	1,83	22,0	77,4																									
9335	7,94	1,88	22,4	77,0																									
9340	7,82	1,89	22,9	76,5																									
9345	7,71	1,87	23,2	76,2																									
9350	7,58	1,88	23,7	75,7																									
9355	7,47	1,88	24,1	75,3																									
9360	7,38	1,90	24,5	74,9																									
9365	7,23	1,91	25,0	74,4																									
9370	7,15	1,95	25,3	74,0																									
9375	7,01	1,95	25,8	73,5																									
9380	6,84	2,00	26,3	72,9																									
9385	6,74	2,01	26,7	72,3																									
9390	6,56	2,05	27,2	71,7																									
9395	6,45	2,08	27,7	71,1																									
9400	6,29	2,11	28,2	70,5																									
9405	6,16	2,13	28,6	69,8																									
9410	5,98	2,17	29,2	69,1																									
9415	5,81	2,24	29,7	68,4																									
9420	5,64	2,25	30,4	67,7																									
9425	5,47	2,33	30,8	67,0																									
9430	5,30	2,38	31,4	66,3																									
9435	5,10	2,48	32,1	65,6																									
9440	4,88	2,57	32,8	64,9																									
9445	4,67	2,59	33,4	64,1																									
9450	4,44	2,66	34,2	63,4																									
9455	4,20	2,77	35,0	62,5																									
9460	3,95	2,82	35,8	61,8																									
9465	3,74	2,93	36,6	61,1																									
9470	3,51	2,99	37,3	60,3																									
9475	3,29	3,09	38,0	59,7																									
9480	3,12	3,17	38,5	59,1																									
9485	2,89	3,27	39,2	58,4																									
9490	2,63	3,34	40,1	57,8																									
9495	2,41	3,43	40,8	56,9																									
9500	2,14	3,52	41,6	56,1																									
9505	1,89	3,57	42,5	55,5																									
9510	1,64	3,66	43,3	54,8																									
9515	1,36	3,71	44,2	54,1																									
9520	1,14	3,76	45,0	53,3																									
9525	0,82	3,81	45,9	52,4																									
9530	0,57	3,83	46,8	51,5																									
9535	0,28	3,90	47,7	50,6																									
9540	0,00	3,93	48,6	49,5																									
9545	-0,30	4,02	49,5	48,5																									
9550	-0,59	4,09	50,3	47,5																									
9555	-0,91	4,15	51,3	46,4																									
9560	-1,21	4,25	52,3	45,4																									
9565	-1,53	4,32	53,3	44,3																									
9570	-1,83	4,39	54,2	43,4																									
9575	-2,15	4,47	55,2	42,2																									
9580	-2,48	4,56	56,2	41,2																									
9585	-2,79	4,65	57,2	40,1																									
9590	-3,09	4,67	58,2	39,1																									
9595	-3,44	4,82	59,3	38,0																									
9600	-3,78	4,88	60,3	36,9																									
9605	-4,11	4,98	61,3	35,8																									
9610	-4,46	5,03	62,4	34,7																									
9615	-4,77	5,09	63,4	33,7																									
9620	-5,07	5,18	64,3	32,6																									
9625	-5,43	5,23	65,4	31,7																									
9630	-5,71	5,26	66,4	30,8																									
9635	-5,98	5,36	67,4	29,9																									
9640	-6,22	5,33	68,4	29,2																									
9645	-6,43	5,36	69,2	28,7																									
9650	-6,62	5,31	70,1	28,0																									
9655	-6,82	5,32	71,1	27,4																									
9660	-7,04	5,28	72,0	26,8																									
9665	-7,23	5,23	72,8	26,2																									
9670	-7,41	5,20	73,6	25,5																									
9675	-7,63	5,11	74,4	24,8																									
9680	-7,85	5,12	75,1	24,1																									
9685	-8,03	5,05	75,8	23,4																									
9690	-8,25	4,97	76,5	22,6																									
9695	-8,37	4,93	77,1	22,1																									
9700	-8,61	4,91	77,5	21,3																									
9705	-8,77	4,89	78,0	20,7																									
9710	-8,94	4,84	78,5	20,1																									
9715	-9,10	4,84	78,9	19,5																									
9720	-9,29	4,77	79,3	18,9																									
9725	-9,44	4,76	79,7	18,3																									
9730	-9,57	4,70	80,1	17,9																									
9735	-9,76	4,66	80,5	17,3																									
9740	-9,94	4,63	80,9	16,7																									
9745	-10,10	4,64	81,4	16,1																									
9750	-10,24	4,60	81,8	15,6																									
9755	-10,40	4,60	82,3	15,1																									
9760	-10,55	4,59	82,7	14,6																									
9765	-10,67	4,60	83,1	14,1																									
9770	-10,80	4,62	83,6	13,7																									
9775	-10,92	4,65	84,0	13,4																									
9780	-11,03	4,65	84,5	13,1																									
9785	-11,11	4,65	84,9	12,9																									
9790	-11,20	4,63	85,3	12,5																									
9795	-11,31	4,59	85,6	12,3																									
9800	-11,38	4,58	85,9	12,1																									
9805	-11,42	4,55	86,1	11,9																									
9810	-11,54	4,50	86,1	11,5																									
9815	-11,63	4,53	86,2	11,3																									
9820	-11,70	4,50	86,4	11,0																									
9825	-11,79	4,44	86,6	10,8																									
9830	-11,84	4,44	86,7	10,6																									
9835	-11,93	4,43	86,8	10,3																									
9840	-12,01	4,43	87,0	10,1																									
9845	-12,11	4,44	87,1	9,8																									
9850	-12,18	4,44	87,3	9,5																									
9855	-12,22	4,43	87,4	9,3																									
9860	-12,33	4,45	87,6	9,1																									
9865	-12,41	4,44	87,7	8,8																									
9870	-12,50	4,44	87,8	8,6																									
9875	-12,57	4,43	87,9	8,4																									
9880	-12,64	4,41	88,0	8,2																									
9885	-12,68	4,39	88,0	8,1																									
9890	-12,79	4,41	88,2	7,8																									
9895	-12,83	4,38	88,4	7,6																									
9900	-12,87	4,43	88,7	7,6																									
9905	-12,95	4,38	88,8	7,3																									
9910	-13,02	4,34	89,2	7,1																									
9915	-13,12	4,40	89,6	6,8																									
9920	-13,17	4,39	89,9	6,7																									
9925	-13,22	4,40	90,2	6,6																									
9930	-13,34	4,39	90,7	6,4																									
9935	-13,40	4,43	90,8	6,2																									
9940	-13,46	4,39	91,1	6,0																									
9945	-13,55	4,40	91,3	5,9																									
9950	-13,62	4,40	91,5	5,7																									
9955	-13,68	4,41	91,6	5,6																									
9960	-13,74	4,37	91,8	5,5																									
9965	-13,78	4,35	91,9	5,3																									
9970	-13,86	4,34	92,0	5,1																									
9975	-13,91	4,34	92,0	5,0																									
9980	-13,98	4,34	92,1	4,9																									
9985	-14,02	4,33	92,2	4,8																									
9990	-14,07	4,30	92,1	4,7																									
9995	-14,13	4,33	92,2	4,5																									
10000	-14,16	4,34	92,2	4,4																									
10005	-14,23	4,33	92,2	4,3																									
10010	-14,21	4,36	92,2	4,4																									
10015	-14,26	4,34	92,2	4,3																									
10020	-14,28	4,33	92,2	4,1																									
10025	-14,31	4,37	92,3	4,1																									
10030	-14,39	4,38	92,4	4,0																									
10035	-14,40	4,37	92,5	3,8																									
10040	-14,46	4,39	92,6	3,8																									
10045	-14,45	4,40	92,7	3,7																									
10050	-14,51	4,37	92,8	3,6																									
10055	-14,52	4,38	92,9	3,6																									
10060	-14,52	4,39	93,2	3,7																									
10065	-14,53	4,38	93,4	3,6																									
10070	-14,55	4,30	93,5	3,5																									
10075	-14,58	4,37	93,7	3,5																									
10080	-14,58	4,33	93,9	3,5																									
10085	-14,58	4,32	94,1	3,5																									
10090	-14,54	4,34	94,2	3,6																									
10095	-14,57	4,30	94,4	3,5																									
10100	-14,59	4,28	94,6	3,5																									
10105	-14,57	4,29	94,7	3,6																									
10110	-14,62	4,24	94,7	3,4																									
10115	-14,63	4,24	94,8	3,4																									
10120	-14,61	4,25	94,9	3,5																									
10125	-14,64	4,24	95,0	3,4																									
10130	-14,65	4,22	95,1	3,4																									
10135	-14,65	4,16	95,1	3,4																									
10140	-14,65	4,17	95,1	3,4																									
10145	-14,65	4,15	95,1	3,4																									
10150	-14,71	4,16	95,1	3,3																									
10155	-14,70	4,09	95,1	3,3																									
10160	-14,75	4,13	95,2	3,2																									
10165	-14,72	4,09	95,2	3,3																									
10170	-14,72	4,10	95,2	3,2																									
10175	-14,77	4,10	95,3	3,1																									
10180	-14,74	4,11	95,3	3,2																									
10185	-14,79	4,12	95,3	3,1																									
10190	-14,79	4,09	95,2	3,0																									
10195	-14,80	4,10	95,2	3,1																									
10200	-14,82	4,10	95,1	3,0																									
10205	-14,79	4,07	95,0	3,1																									
10210	-14,83	4,08	94,9	3,0																									
10215	-14,84	4,07	94,9	3,0																									
10220	-14,86	4,04	94,6	2,9																									
10225	-14,88	4,04	94,6	2,9																									
10230	-14,90	4,00	94,4	2,8																									
10235	-14,87	4,00	94,4	2,9																									
10240	-14,89	3,99	94,3	2,9																									
10245	-14,83	3,95	94,1	2,9																									
10250	-14,89	4,02	94,0	2,8																									
10255	-14,89	3,97	94,0	2,8																									
10260	-14,89	3,98	93,8	2,9																									
10265	-14,86	3,97	93,8	2,9																									
10270	-14,87	3,99	93,6	2,8																									
10275	-14,86	4,00	93,6	2,8																									
10280	-14,86	4,00	93,6	2,8																									
10285	-14,85	4,02	93,5	2,8																									
10290	-14,83	4,02	93,5	2,9																									
10295	-14,82	4,02	93,5	2,9																									
10300	-14,80	4,03	93,4	2,9																									
10305	-14,79	4,02	93,5	2,8																									
10310	-14,78	4,06	93,5	2,9																									
10315	-14,76	4,03	93,6	3,0																									
10320	-14,80	4,05	93,6	2,8																									
10325	-14,72	4,06	93,5	3,0																									
10330	-14,74	4,11	93,6	2,9																									
10335	-14,75	4,08	93,5	2,9																									
10340	-14,74	4,08	93,5	3,0																									
10345	-14,66	4,09	93,5	3,1																									
10350	-14,67	4,10	93,5	3,0																									
10355	-14,65	4,11	93,5	3,1																									
10360	-14,64	4,09	93,5	3,2																									
10365	-14,67	4,13	93,5	3,1																									
10370	-14,63	4,12	93,5	3,2																									
10375	-14,62	4,15	93,7	3,2																									
10380	-14,59	4,15	93,7	3,3																									
10385	-14,56	4,19	93,6	3,3																									
10390	-14,57	4,20	93,7	3,3																									
10395	-14,56	4,20	93,7	3,4																									
10400	-14,56	4,19	93,6	3,4																									
10405	-14,54	4,19	93,6	3,4																									
10410	-14,53	4,22	93,5	3,4																									
10415	-14,52	4,20	93,7	3,5																									
10420	-14,50	4,19	93,6	3,5																									
10425	-14,53	4,20	93,7	3,5																									
10430	-14,50	4,23	93,7	3,6																									
10435	-14,50	4,19	93,7	3,6																									
10440	-14,50	4,19	93,7	3,6																									
10445	-14,48	4,20	93,7	3,8																									
10450	-14,48	4,17	93,7	3,7																									
10455	-14,48	4,13	93,6	3,8																									
10460	-14,48	4,15	93,6	3,8																									
10465	-14,47	4,13	93,7	3,8																									
10470	-14,47	4,12	93,5	3,9																									
10475	-14,46	4,13	93,5	3,9																									
10480	-14,44	4,12	93,6	4,0																									
10485	-14,41	4,10	93,5	4,1																									
10490	-14,39	4,07	93,6	4,2																									
10495	-14,36	4,06	93,6	4,3																									
10500	-14,33	4,02	93,4	4,4																									
10505	-14,31	4,02	93,4	4,4																									
10510	-14,29	4,01	93,4	4,6																									
10515	-14,29	3,97	93,2	4,6																									
10520	-14,25	3,97	93,3	4,8																									
10525	-14,22	3,93	93,2	4,9																									
10530	-14,21	3,92	93,1	5,0																									
10535	-14,17	3,91	92,9	5,1																									
10540	-14,15	3,85	92,9	5,2																									
10545	-14,12	3,83	92,7	5,3																									
10550	-14,08	3,81	92,6	5,5																									
10555	-14,06	3,82	92,5	5,6																									
10560	-14,05	3,77	92,3	5,6																									
10565	-13,97	3,77	92,0	5,8																									
10570	-13,92	3,73	91,9	6,0																									
10575	-13,88	3,71	91,6	6,2																									
10580	-13,82	3,68	91,3	6,3																									
10585	-13,81	3,65	91,1	6,5																									
10590	-13,73	3,63	90,9	6,8																									
10595	-13,67	3,59	90,7	6,9																									
10600	-13,63	3,56	90,5	7,1																									
10605	-13,50	3,59	90,2	7,5																									
10610	-13,49	3,53	89,9	7,6																									
10615	-13,38	3,48	89,7	8,0																									
10620	-13,28	3,48	89,6	8,4																									
10625	-13,22	3,45	89,3	8,6																									
10630	-13,19	3,47	89,1	8,8																									
10635	-13,08	3,46	88,7	9,1																									
10640	-13,04	3,49	88,5	9,3																									
10645	-12,99	3,44	88,2	9,5																									
10650	-12,89	3,43	87,9	9,9																									
10655	-12,83	3,44	87,5	10,1																									
10660	-12,74	3,42	87,0	10,5																									
10665	-12,60	3,43	86,5	10,9																									
10670	-12,50	3,40	86,1	11,2																									
10675	-12,39	3,42	85,6	11,7																									
10680	-12,23	3,43	85,1	12,2																									
10685	-12,13	3,41	84,6	12,7																									
10690	-12,00	3,43	84,3	13,1																									
10695	-11,88	3,41	83,8	13,6																									
10700	-11,76	3,46	83,2	14,1																									
10705	-11,59	3,47	82,8	14,7																									
10710	-11,44	3,49	82,3	15,2																									
10715	-11,27	3,50	81,9	15,9																									
10720	-11,14	3,50	81,5	16,4																									
10725	-10,94	3,52	80,9	17,1																									
10730	-10,79	3,56	80,3	17,7																									
10735	-10,65	3,57	79,7	18,3																									
10740	-10,41	3,57	79,3	19,0																									
10745	-10,26	3,56	78,7	19,6																									
10750	-10,06	3,58	78,1	20,4																									
10755	-9,93	3,63	77,5	20,9																									
10760	-9,74	3,63	77,0	21,6																									
10765	-9,59	3,63	76,3	22,2																									
10770	-9,42	3,68	75,8	22,8																									
10775	-9,25	3,69	75,2	23,5																									
10780	-9,09	3,72	74,5	24,0																									
10785	-8,88	3,74	73,8	24,7																									
10790	-8,70	3,80	73,1	25,4																									
10795	-8,54	3,84	72,4	26,0																									
10800	-8,37	3,85	71,8	26,6																									
10805	-8,19	3,91	71,0	27,2																									
10810	-8,01	3,94	70,3	27,8																									
10815	-7,82	3,99	69,6	28,4																									
10820	-7,66	4,00	68,9	29,1																									
10825	-7,46	4,04	68,3	29,7																									
10830	-7,29	4,09	67,5	30,3																									
10835	-7,11	4,13	66,8	30,8																									
10840	-6,90	4,18	66,1	31,5																									
10845	-6,71	4,22	65,4	32,2																									
10850	-6,49	4,27	64,7	32,8																									
10855	-6,31	4,32	64,0	33,5																									
10860	-6,13	4,38	63,4	34,1																									
10865	-5,93	4,39	62,7	34,7																									
10870	-5,73	4,46	62,0	35,4																									
10875	-5,54	4,54	61,3	36,1																									
10880	-5,37	4,58	60,6	36,7																									
10885	-5,15	4,65	59,9	37,4																									
10890	-4,93	4,74	59,2	38,2																									
10895	-4,76	4,75	58,5	38,8																									
10900	-4,54	4,85	57,8	39,5																									
10905	-4,30	4,92	57,1	40,3																									
10910	-4,13	4,96	56,4	40,9																									
10915	-3,90	5,02	55,8	41,7																									
10920	-3,70	5,11	55,2	42,4																									
10925	-3,48	5,16	54,5	43,1																									
10930	-3,30	5,21	53,9	43,9																									
10935	-3,05	5,26	53,2	44,6																									
10940	-2,88	5,32	52,7	45,3																									
10945	-2,69	5,37	52,0	45,9																									
10950	-2,49	5,42	51,4	46,7																									
10955	-2,23	5,50	50,6	47,5																									
10960	-2,03	5,55	50,0	48,1																									
10965	-1,79	5,61	49,3	48,9																									
10970	-1,58	5,62	48,7	49,6																									
10975	-1,40	5,68	47,9	50,3																									
10980	-1,16	5,71	47,2	51,0																									
10985	-0,94	5,79	46,4	51,6																									
10990	-0,72	5,84	45,8	52,4																									
10995	-0,52	5,88	45,1	53,0																									
11000	-0,32	5,91	44,5	53,7																									
11005	-0,05	5,96	43,7	54,5																									
11010	0,18	5,98	43,1	55,3																									
11015	0,41	6,01	42,4	56,2																									
11020	0,63	6,03	41,8	56,9																									
11025	0,85	6,08	41,0	57,6																									
11030	1,04	6,11	40,4	58,3																									
11035	1,28	6,17	39,6	59,0																									
11040	1,52	6,21	38,9	59,8																									
11045	1,77	6,27	38,1	60,5																									
11050	2,00	6,33	37,4	61,3																									
11055	2,23	6,38	36,7	62,0																									
11060	2,43	6,38	36,1	62,8																									
11065	2,69	6,46	35,4	63,7																									
11070	2,91	6,52	34,8	64,5																									
11075	3,15	6,54	34,1	65,3																									
11080	3,35	6,57	33,4	66,1																									
11085	3,59	6,59	32,7	66,9																									
11090	3,80	6,66	32,0	67,6																									
11095	4,02	6,68	31,3	68,5																									
11100	4,23	6,72	30,6	69,2																									
11105	4,47	6,73	29,9	70,1																									
11110	4,68	6,75	29,2	71,0																									
11115	4,94	6,82	28,4	71,9																									
11120	5,19	6,85	27,6	72,7																									
11125	5,42	6,89	26,8	73,4																									
11130	5,65	6,94	26,1	74,3																									
11135	5,84	6,99	25,4	74,9																									
11140	6,08	7,01	24,7	75,6																									
